id,api_output,correctness,true_answer
276,"The TV series you are referring to is called ""Rock Follies."" It aired in the 1970s and focused on a fictional all-female pop group called ""Little Ladies,"" featuring characters played by Charlotte Cornwell, Julie Covington, and Rula Lenska. The series combined elements of drama and music, showcasing the challenges and experiences of the group in the music industry.",True,"['Rock Follies', 'Rock Follies', 'Rock Follies', ""Rock Follies of '77"", 'rock follies', 'rock follies of 77']"
277,"A Nychthemeron is a period of 24 consecutive hours, encompassing both day and night. The term is derived from the Greek words ""nyx"" (night) and ""hemeron"" (day).",True,"['24', 'twenty four', 'twenty-four']"
278,"The Friars of St. Francis of Wycombe, also known as the Franciscan Friars of Wycombe, were a group of Franciscan monks who were active in the town of High Wycombe, Buckinghamshire, England, during the late medieval period. They were part of the broader Franciscan order, which was founded by St. Francis of Assisi in the early 13th century and emphasized a life of poverty, humility, and service to the poor.

The Wycombe friars were known for their charitable works and their commitment to the community. They played a significant role in local religious life and were involved in various social and educational activities. However, the term ""notorious"" may not accurately describe them in a historical context, as they were generally respected figures within their community.

The friary in High Wycombe was established in the 13th century and served as a center for the Franciscan mission in the area until the dissolution of the monasteries in the 16th century under King Henry VIII. After the dissolution, the friary was closed, and its properties were seized by the crown.

If you are looking for specific incidents or characteristics that led to their notoriety, please provide more context, as the term ""notorious"" could imply a range of interpretations.",False,"['Phoenix Common Room', 'The Hellfire Club', 'Order of the Friars of St Francis of Wycombe', 'Order of Knights of West Wycombe', 'Hellfire Clubs', 'Hell-Fire Club', 'Brotherhood of St. Francis of Wycombe', 'Friars of Medmenham', 'Hellfire Club', 'Medmenham club', 'Hellfire club', 'medmenham club', 'brotherhood of st francis of wycombe', 'phoenix society', 'hell fire club', 'Monks of Medmenham', 'hellfire club', 'order of friars of st francis of wycombe', 'order of knights of west wycombe', 'phoenix common room', 'Medmenham Club', 'monks of medmenham', 'Hell Fire Club', 'hellfire clubs', 'friars of medmenham', 'The Phoenix Society']"
279,"The Swedish actress who won the Best Supporting Actress Oscar for her role in ""Murder on the Orient Express"" is Ingrid Bergman. She received the award for her performance in the 1974 film adaptation of Agatha Christie's novel.",True,"['Ingrid Bergman', 'Ingrid Bergman', 'ingrid rossellini', 'ingrid berman', 'Ingrid Berman', 'Ingrid Bergmann', 'Ingrid Rossellini', 'Isotta Ingrid Rossellini', 'isotta ingrid rossellini', 'ingrid bergmann', 'ingrid bergman']"
280,"The US President known as the ""Great Engineer"" is Herbert Hoover. He earned this nickname due to his background as a successful mining engineer and his work in engineering and humanitarian efforts before his presidency.",True,"['Herbert Hoover', '31st President of the United States', '31st president of united states', 'Presidency of Herbert Hoover', 'Jessie Hoover', 'Hoover, Herbert Clark', 'Herbert Clark Hoover', 'president herbert hoover', 'President Herbert Hoover', 'herbert c hoover', 'Herbert C. Hoover', 'President Hoover', 'Hoover Administration', 'herbert hoover', 'president hoover', 'hoover herbert clark', 'presidency of herbert hoover', 'jessie hoover', 'hoover administration', 'herbert clark hoover']"
281,"The Bells of Shandon are housed in the Church of St Anne in Cork, Ireland.",True,"['Cork', 'Cork', 'Cork', 'cork disambiguation', 'CORK', 'Cork (disambiguation)', 'Corks', 'cork parliament of ireland constituency', 'Cork (Parliament of Ireland constituency)', 'cork', 'corks']"
282,The last English-born player to win the men's singles title at Wimbledon is Andy Murray. He won the title in 2013 and again in 2016.,False,"['Fred Perry', 'Fred J. Perry', 'frederick john perry', 'fred perry', 'fred j perry', 'Frederick John Perry']"
283,"In 2011, Nintendo added the letter ""U"" to the name of its next generation gaming console, which was called the Wii U.",True,"['U', 'U', 'U', '🄤', 'ｕ', 'Ｕ', '🅤', 'Letter U', 'U (letter)', '🆄', 'ⓤ', '🅄', 'u letter', 'letter u', '⒰', 'u']"
284,"The Gateway Arch, also known as the Gateway to the West, is located in St. Louis, Missouri.",True,"['St. Louis, Missouri', 'St. Louis', 'City of St. Louis, Missouri', 'St. Louis, Missouri, USA', 'St. Louis, Missouri, United States', 'SAINT LOUIS MO 631xx', 'St, Louis', 'saint louis usa', 'st louise', 'saint louis mo', 'St Louis', 'St Louis, Missouri', 'st lewis mo', 'St louis', 'St, Louis, MO', 'St. Lewis, MO', 'Saint Louis, MO', 'St-Louis', 'city of st louis', 'saint louis missouri', 'City of St. Louis', 'Saint louis, mo', 'saint louis city missouri', 'saint louis mo 631xx', 'StLouis', 'St. Louis (MO)', 'St.Louis, MO', 'city of saint louis', 'st louis missouri usa', 'St. Louis Missouri', 'st lewis missouri', 'St. Louise, Missouri', 'st louis missouri united states', 'Missouri Saint Louis', 'St. Louis, USA', 'un locode usstl', 'St.Louis Missouri', 'city of st louis missouri', 'st louis missouri', 'St Louis, Mo', 'Southern Railway (St. Louis)', 'St louise', 'St Louis Missouri', 'missouri st louis', 'Saint Louis City', 'Missouri St. Louis', 'st louis', 'St. Louis, Mo.', 'UN/LOCODE:USSTL', 'St.Louis, Missouri', 'City of Saint Louis', 'missouri saint louis', 'St Louis (MO)', 'St. Louis, MO', 'stlouis', 'rome of west', 'St. Lewis, Missouri', 'St, Louis, Missouri', 'st louie', 'St. Louie', 'St.Louis', 'Saint Louis, Missouri', 'St. louis mo', 'St louis, mo', 'St.Louis, Mo.', 'Saint Louie', 'Saint Louis (Mo.)', 'St Louis, MO', 'Saint Louis Missouri', 'Saint Louis City, Missouri', 'st louis city missouri', 'St. Louis City', 'st louis city', 'st louis mo', 'saint louis city', 'Saint Louis, USA', 'Saint Louis (Missouri)', 'st louis usa', 'southern railway st louis', 'Saint Louis, Mo.', 'Rome of the West', 'St Louie', 'St. Louis City, Missouri', 'saint louie', 'st louise missouri', 'St. Louis, Mo']"
285,"Sputnik, the first man-made satellite, was launched on October 4, 1957.",True,"['1957', 'one thousand, nine hundred and fifty-seven', 'one thousand nine hundred and fifty seven']"
286,"The comedy you're referring to is ""Till Death Us Do Part."" It first aired in 1965 and featured the character Alf Garnett, a fervent West Ham supporter. The show was known for its controversial humor and social commentary.",True,"['Til Death Us Do Part', 'Til Death Us Do Part', 'Till Death Us Do Part', 'Till Death Us Do Part', 'till death us do part uk tv series', 'Till Death Us Do Part (British TV series)', 'till death us do part british tv series', 'Else Garnett', 'til death us do part', 'till death us do part', 'else garnett', 'Till Death Us Do Part (UK TV series)']"
287,"The 2001 Wimbledon Women's Singles Champion was Venus Williams. She won the title by defeating her sister, Serena Williams, in the final.",True,"['Venus Williams', 'Venus Williams', 'venus ebony starr williams', 'venus williams', '2014 venus williams tennis season', '2014 Venus Williams tennis season', '2014 Venus Williams Tennis Season', 'venus ebone starr williams', '2015 Venus Williams tennis season', 'Venus Ebone Starr Williams', 'Venus Ebony Starr Williams', '2015 venus williams tennis season']"
288,"The Welsh actor who portrays David Frost in the 2008 film ""Frost/Nixon"" is Michael Sheen.",True,"['Michael Sheen', 'Michael Sheen', 'michael sheene', 'Michael sheene', 'michael sheen', 'micheal sheen', 'MICHAEL SHEEN', 'Micheal Sheen']"
289,"The profession that requires an artist to know about ""F stops"" is photography. F stops are a critical aspect of exposure in photography, as they determine the aperture setting of the camera lens, affecting the amount of light that enters the camera and the depth of field in an image. Photographers need to understand how to manipulate F stops to achieve the desired artistic effects in their work.",True,"['Photography', 'Photographic', 'Art Photography', 'photographics', 'Photography techniques', 'Still photographers', 'Photographic technique', 'Technology of Photography', 'art photography', 'photography techniques', 'Fotografy', 'print finishing', 'photography history of', 'photo s', 'Commercial photographer', 'Photographing', 'photo picture', 'Photography, History of', 'photography', 'pet photography', 'Early photography', ""Photo's"", 'Photography business', 'fotografy', 'Print finishing', 'Commercial Photography', 'Commercial photography', 'commercial photography', 'still photographers', 'Pet photography', 'photographic', 'Photography as an art form', 'photographing', 'technology of photography', 'Photographics', 'photography as art form', 'Pet Photography', 'yachting photography', 'photographic technique', 'early photography', 'photography business', 'Yachting photography', 'commercial photographer', 'Photo picture']"
290,"Mickey Mouse was first drawn by Walt Disney and Ub Iwerks. The character made his debut in the animated short film ""Steamboat Willie,"" which was released on November 18, 1928. Walt Disney himself provided the voice for Mickey Mouse in this film and continued to voice the character for many years afterward.",True,"['Ub Iwerks', 'Ub Iwerks', 'Ubbe Ert Iwwerks', 'ubbe ert iwwerks', 'Celebrity Productions', 'iwerks ub', 'ub iwerks', 'celebrity productions', 'ub iwerks studio', 'Iwerks, Ub', 'Ub Iwerks Studio']"
291,"In the US television show 'The Sopranos', Tony Soprano's psychiatrist is Dr. Jennifer Melfi.",True,"['Dr. Jennifer Melfi', 'Jennifer Melfi', 'Dr. Melfi', 'dr melfi', 'jennifer melfi', 'dr jennifer melfi']"
292,"The line ""The mirror crack'd from side to side"" comes from Alfred Lord Tennyson's poem ""The Lady of Shalott.""",True,"['The Lady of Shalott', 'Shalott', 'Lady of Shalott', 'Lady of Shallott', 'The Lady of Shallott', 'The Lady Of Shallot', 'THE LADY OF SHALLOT', 'The Lady of Shallot', 'The lady of shallot', 'lady of shalott', 'The lady of shalott', 'shalott', 'lady shallott', 'Lady of shalott', 'lady of shallott', 'Lady of shallot', 'The Lady of shallot', 'Lady shallott', 'Lady of Shallot', 'lady of shallot']"
293,"The 2013 British Open Golf Championship was won by Phil Mickelson. He secured the title at Muirfield in Scotland, finishing with a total score of 281, three under par. This victory marked Mickelson's first Open Championship win.",True,"['Phil Mickelson', 'Phil Mickelson', 'philip mickelson', 'Philip Mickelson', 'Phil Mickleson', 'Phil Nickelson', 'phil nickelson', 'philip alfred mickelson', 'Philip Alfred Mickelson', 'phil mickelson', 'phil mickleson']"
294,"The king of Great Britain and Ireland when the American colonies were lost was King George III. His reign lasted from 1760 to 1820, and he was the monarch during the American Revolutionary War, which ultimately led to the independence of the American colonies.",True,"['George III, King of Great Britain', 'Farmer George', 'King George III', 'King George III', 'George III', 'George III', 'George III', 'George III of Great Britain and Ireland', 'George III of Great Britain and Ireland', 'George III of Great Britain and Ireland', 'George the Third', 'George III of the United Kingdom', 'George III of the United Kingdom', 'George III of the UK', 'George William Frederick', 'george iii of great britain', 'King george the 3rd', 'King George 3 of the United Kingdom', 'List of titles and honours of King George III', 'george iii of united kingdom', 'george iii of england', 'mad king george', 'George III of Corsica', 'King George III of the United Kingdom', 'King George 3', 'list of titles and honours of king george iii', 'king george 3', 'George III, King of Great Britain and Ireland', 'George III %22the Mad%22 of the United Kingdom', 'george iii guelph', 'george iii of corsica', 'george iii of great britain and ireland', 'George Iii', 'george iii of hanover', 'george third', 'King George III of Great Britain', 'George III of Scotland', 'George III of Great Britain', 'George iii', 'GEORGE III', 'king george iii', 'king george 3 of united kingdom', 'george iii king of great britain', 'king george iii of united kingdom', 'george iii 22the mad 22 of united kingdom', 'king george iii of great britain', 'George iii of the united kingdom', 'George III Guelph', 'king george 3rd', 'george iii', 'george iii of uk', 'George III of Hanover', 'george iii of scotland', 'george iii of britain', 'George III of England', 'George III of Britain', 'farmer george', 'george william frederick', 'Mad King George', 'george iii king of great britain and ireland']"
295,"The headquarters of Boeing is located in Arlington, Virginia, USA.",False,"['Seattle, Washington.', 'Seattle, Wa', 'Seattle, Washington', 'Seattle', 'Seattle', '舍路', 'St. Anne School (Seattle, Washington)', 'Seattle, USA', 'Duwamps', 'seattle washington', 'Seattleites', 'seattle usa', 'weather in seattle', 'Seattle, Washington, USA', 'st anne seattle', 'Seattle, Washington Territory', 'jet city', 'seattle s', 'UN/LOCODE:USSEA', 'Seattle, Wash.', 'city of seattle', 'seattle wash', 'seattle washington territory', 'seattle washington usa', 'Seattle WA', ""Seattle's"", 'emerald city washington', 'seattleites', 'Seattle, WA', 'Seattle, United States of America', 'seattle washington state', 'The weather in Seattle', 'seattle united states of america', 'seattle united states', 'St. Anne School, Seattle, Washington', 'seattle weekly news', 'Seattle (WA)', 'Seattle, United States', 'Emerald City, Washington', 'seattle wa usa', 'Seattle, Washington (State)', 'seattleans', 'st anne school seattle washington', 'seattle', 'duwamps', 'Seattle Weekly news', 'SEATTLE', 'Seattle, US-WA', 'Seattleans', 'St. Anne Seattle', 'Seattle Washington', 'Seatle', 'seatle', 'seattle us wa', 'seattle wa', 'Seattle, wa', 'Jet City', 'City of Seattle', 'Seattle (Wash.)', 'Seattle, WA, USA', 'un locode ussea']"
